@RELATION donnees
@ATTRIBUTE text STRING
@ATTRIBUTE eval {-1,1}
@data
"i lot expectation more film jimmy centre day boss English fall love away jimmy n't as debt money jimmy don meantime man track jimmy khan anil time director bad film yes scenery good much weight loss good plot extremely thin story time sense scene beginning more film production reference song unfortunately not song moment mainly thank definitely well well anil not all villain lastly never past good film trash conclusion bad not worth time impression",-1
"i idea film teaser trailer asked friend directorial debut screenplay khan son debut film child flashback watching n't proper trailer n't film story extremely year old child up good story line hardly action camera possible angle difficult figure action daft unrealistic e g man handgun man machine gun film sin city opening credit anil terrible English puri Barabar outrageously ridiculous joke not funny budget crore n't money not absolutely chance race hot heel good good song song good location rubbish film anil terrible English n't discomfiture",-1
" title nature type actually flop shame raj film worthless c grade c grade well pleasing story much confidently poorly box office certainly bad honourable raj film banner heavy project new actual sense action flick way action scene more comic cartoon exhausting audience story meaning substance tenderly audience heart most scene anil southern Tamil star body language expression not award finally hand instead just point climax truth main whole adventure final whole character entire story award credit way unexpectedly nothing new comedian talent still previous seriously new image fan again again great job race again hilarious nature fully field not least really hot bikini dress as too lean n't instead slim good factor female major people male nice son young too forward target acting career mentally still childhood asylum debutante director project raj film future experiment study script minimum year practical direction sorry n't rate good star type junk",-1
"i just theater very few good point beauty couple song complete disappointment area disappointed Indian too just semi final bad action scene day copy action scene director lot effect look real unfortunately director not much time time song publicity too stupid action scene south audience just favorite actor bunch people certainly not action scene end Chinese people height stupidity audience not watch stupidity action cant good action current scene really sad action fan people completion n't slow motion action rope too unrealistic childish well not action scene cant just era thrilling action scene effect not very effective day visually much well current era scene open eye director n't more action art realistic",-1
"i very terrible start comedy action song storyline weightless writer successful script guru high expectation actor way too hard not film course screen bikini second Hindi stunt director research action way too much Chinese film style signature piece Hindi cinema signature song good action no more hour unrealistic future i sure action much sharp noted comedy action film not properly good luck time",-1
"if film bad year indication film boring style film well bad film maybe film maybe cheesy film shock worst introduction boring artificial anil god weird film kinda role scene alright act repetitive nice scene more outdated stuff childhood romance overdose childish style action scene boring scene film more direct film strategy money nothing addition list crap filmmaker music film whiff fresh air actually engaging moment khan equally bad anil ham outrageously more rest okay",-1
"absolutely awful utter waste time background music loud speech well really closely actually unintelligible camera work bad not present background score headache action shoddy unintelligible acting abysmal well look wrestler wrestler hell slim grace spending hour watching not pleasure ahead",-1
"sometime director trauma welcome thought wont again amazing promo finally heart attack amazing song u story predictable plot plenty nothing interesting apart major weight loss music wise major disaster music album time pathetic small dialog joker n't background song scene stunt song nice quite comparable not music album sad plan watch background song overall very disappointed way bad English away man",-1
"i never standard film extent film nonsense storyline interest figure not good actress good anil good role n't good great deal cheapness comedy part just few flop mean film kind rubbish history many good film overall totally",-1
"this horrible acting waste basket no action hopeless song scenery great always great performance people pimp voice sensational performance award toiletry bad performance way trophy toilet seat not comparable sister acting body bikini tank short short really khan wife dress people erection bed naked condom personally whore really really film",-1
"define new low standard c p beginning element style well cult classic pulp fiction desperado plot meander point completely don obsession English center smart alec femme fa tale don bikini aplomb gravity hit man cop black cat commando good ingredient competent hand director sir smoking sure annals film never insult intelligence most brain dead goer possibly feature matrix desperado caper music watch video airplay wont up eminently hummable tune director money more eye candy sign really badly bullet microsecond editor maybe",-1
"the sight piece bikini thing up mega disappointing mind new film cinema bad film bad film week not just bad film terrible film terrible audience terrible filmmaker away common sense big star onboard directed road wrong directions khan star jimmy cliff centre executive English anil ambitious gangster desperate cool jimmy eye gangster pretty young assistant jimmy swindle boss crore rupee money jimmy most henchman job gangster faithful aide track culprit stolen money hidden length breadth country much bad eighty potboiler too threadbare script vendetta plot treatment top indulgent fail instead coherent screenplay traditional act structure handful piece most scene loosely garish item song desert bullet action scene fort bikini moment ridiculous climatic action scene complete monk water scooter dirty not style horse tonga fairness not all piece badly song desert quite neat actually very little sense large picture just piece help script really little seemingly fast road sickeningly sentimental flashback track childhood sweetheart problem nobody film film more n't film arrogance arbitrarily element genre actually stop mix work stew film softly film excess snazzily glossy finish camera exotic location fancy costume frame film probably lakh still hollow piece end story n't narrative style chow n't n't film wafer thin plot little less character more engaging anil grating dialogue slit wrist khan film foolishly unable foot queen top delivery decent job course extent thank irresistible presence spontaneous approach character crotch repeatedly double meaning dialogue not moment eye up good music song misery well test patience case n't style i sorry film none",-1
"such long friend day trailer action out comedy bad comedy thing appreciation professional actor very well good acting n't save beautifully saturated color alright nevertheless way intrinsic beauty place exactly happy action sequence very shabbily no head tail stunt very well much much good animation bad i recent good animation scene initial scene car falling good word road lake nearly min just sure audience n't guess",-1
"i story n't quote couple hard dialog funny minute overkill swoon keep u suspense as predictable mm. raj talk edge seat action n't cartoon much perfect people suicide promise masochist way more effective barbed wire guy code people alternative way spread terrorism audience hall mood more power any not audience spending money barnacle most type plankton green algae almost living thing factor somewhat great offer afterthought director obviously specie god kind enough thing story choreographer screenplay writer stunt coordinator story director preferably not mentally good job anil plague cost statutory warning raj injurious mental health thing obvious reason English sub title heart void flirt lover vagabond priceless short opposite rubric cube cube increase player low mere hour sigh just wrong anyways",-1
"this big flop don director mind big disaster song situation story gap most disgusting action stunt actor superpower bullet nothing person fighting people good performance anil man time well playing role villain comic act good job just",-1
"all world film good great pleasure not case serious mistake actress unbearable film tom boy look not really well film story film not sense all not talent anil stupid anil actor large caliber film not victim film style not really good film",-1
"i n't terribly impressed 1st season offering homecoming n't much horror story smart political statement situation story virus world man sexual drive murderous tendency woman episode right short film way screw scientist short scene man female body home beginning outbreak unclear never episode on character blah blah cool mysterious episode bad worse as forward sad end worst episode well chocolate",-1
"i review episode bad interesting premise beginning completely time credit people thing never real life let check basement not entertaining just extent virus never very much overlook fact man situation very very frightening thing daughter obviously dad home ultimately hand woman north few ten situation sort spirit alien save thing warmth end awful director tripe",-1
"i frequently master horror series horror fan constant lack nourishment project similar project feast lump ground wonderful thought mind director horror maturation food love horror kernel really idea right where world n't spoil spoiled spoiler ahead all sudden light night sky earlier long haired luminescent alien brain drilling male yeah well bad curse storytelling promising set rewarding denouement cue storyteller up payoff up not way storytelling math end spoiler big",-1
"a huge disappointment writer director previous collaboration season homecoming darkly hilarious right way poor handling intriguing premise supposed payoff generic alien brain psychopath completely nothing point story extraterrestrial cleaning planet human infestation gratuitously sadistic fashion not just completely lethal virus king stand instead male population butcher female episode just more pretentious preposterous religious subtext simply clear profound weight lot work just",-1
"i not superman film masterfully not superman sadly still absolute abomination superman world suspension disbelief strong dose superman stretch thing too far n't superman script intelligence grader sense plot motivation act way original superman power superman strength lack thereof least believable manner too much not slapstick version more appropriate moronic script super duper bad",-1
"so footage interesting not exactly oscar worthy stuff hardly new scene superman slightly unbelievable n't blank gun instead real bullet real bullet clothes floor fun version more logical sense president talk monument originally scene line quite absurd superman freedom press line silly care step outside well fitting connection early scene truck turn world time effect whole exactly n j n't free company more",-1
"superman cut fan dream true long footage photo scene printed page finally life director unable complete vision opportunity vision situation start assembly footage esoteric dream very real nightmare sloppiness incompetence entirely possible no finished perfect version year really finally very few time thing shaky very bit text screen home brew graphics new footage superman trial bit hesitation away pretty neat thing alright few fleeting moment footage new effect project n't point never probably not right bad visual effect supposedly direct up tag line man difficult good effect original production issue lot just n't sense reason really all theatrical version superman sense superman hole assembly n't maker project intent little material possible end assembly footage superman airtight coherent viewing sense faithful comfortable material team extremely disrespectful good scene cut one relatively intact version superman moon sequence diner sequence not ironically hasty fashion ham nothing material bus good release well neat fact material neat time superman problem major scene really just scene well scene scene instead horned nonsensical narrative inferior performance many alternate familiar scene sloppy bad decision scene daily planet cooper as end dark apartment cooper dark bathroom light initially entire assembly questionable choice battle scene too geography just random action course major action scene material bridge outtake alternate more footage probably too much pride sloppiness military missile well as missile cut designation blind man producer assembly hard original film ball less minute indicative quality entire production care final product air shoddiness inescapable entire affair probably easy digest warner n't separate release state pay essentially bonus disc scene option really worth viewing finally legendary cut scene initial viewing excellent magnet dust little experience new respect version means perfect deficiency script bold relief many year new cut most likely footnote film history",-1
"i truly bad viewer supposed up pumpkin impressed motel shot matter garbage bag rooftop street hotel narrator unsuccessfully mock people interview obvious really informative part interview mockery good interview film professor bad truly amazed creator intellectual impress intellectual community",-1
"the author journey discovery root southern tobacco industry completely deservedly bright leaf ancestor not fact nothing mild interest absolutely silly self indulgent home suitable screening director drunken family reunion certainly not commercial non commercial release good reminder most independent film not up major studio irrelevant interest director immediate circle cost",-1
" n't actually worse theatre brother mother god plot voice animation really too great tool plain simple n't year old game boy god i still day horrible turd adventure n't horrible mess film truth most boring experience entire life n't cost line copy burn all rent good alien columbine future",-1
"now never bad year song physiological meaning demented up seizure pointless maker pointless big marketing scheme just song good rating fine message episode not film just animation video i just buck not half half",-1
"much bad original actually painful barely year old interest introduction new marginally interesting storyline extra thin dialogue still bad music mediocre watch television instead much good",-1
"this awful film yea girl pretty not very good plot cowboy Indian maiden interesting sex n't way well okay interesting not badly partly close up tush big screen probably more laughable tv n't topless knife fight woman whole thing chest chest never old west film liberal use fast forward schlock film ridiculous reason n't sort film not very good plot seat breast original cutie as originally nudist film film touching adult industry film maker clever order butt clever one very few left hack limited talent comedy often good humor grade level infantile harmlessly fun rarely genre cross good couple nice piece western sex film not again interest probably rapist killer film bobby member family school teacher not long obviously sort thing people life",-1
"ok new feature pretty big name great actor freeman aka freeman asset however completely film great fan American beauty usual great actor probably great as story fresh fresh rotten tomato n't yet well reason no review terrible minute dimensional bible character don liner bite worthy stuff token troubled black guy j gorgeous woman not real life captain short whiny guy high tone complete hero rich lot gun whole lot spoiler not kind gun police crooked dead hero flame thrower rocket launcher really line Edison great fan actor great fan year old girl more hand more terrible many thumb thumb no longer terrible badly frustration story line just not firing just g d mercy all terrible well bad terrible actor singer terrible actor usher check mix rich die special thing year old man young teen",-1
"i film premier American beauty unfortunately disappointment fact countless almost dozen festival i early bad problem obviously collection provocative concept cultural stereotype organic human drama screenplay novel famous quote mind never novel good enough good spite author political view observation especially devastating political view stale simplistic time white male villain portrayal black ironic treatment foreign culture fresh long past more detailed review up many professional review available online almost rate poorly shallow manipulative tissue hand amateur reviewer more easily read similar site frequently superlative stunning breathtaking profound shocking read not surprise i many people book racial cultural gender sexual issue deeply thought full profound insight person all rent hand standard higher safely",-1
"unfortunately mistake theater shallow meaningless point film thing ethnical point view as most American film writer expert thing Asian culture unfortunately not enough name food n't person culture example shaving sign clean life Asia girl Lebanese people Christian cultural form belief completely different Arabic country main difference eastern western culture n't ethnocentrism n't judge people life father figure film sexual revolution girl nothing much girl sexual awakening say wrong comment producer film black humor genre watch Dr black humor black humor truth focus audience funny part truth meaning",-1
"the grease john newton john good teen very bad copy change sex good sandy watch grease",-1
"i sorry hooker n't sequel spoof original wild wacky motorcycle scene notice birch sadly serious kick fact opposing gang wheel gambling habit original grease use motorcycle second character resort later maybe moped never hackneyed theme Australian boy n't outsider school ergo tough guy stupid biker helmet look story horribly awry ruin good thing bubble gum smacking Michelle musical thing away idea many point",-1
"well least theater group course grease little girl never favorite musical story still little special place heart still lot fun watch horrible thing grease never watch boyfriend really n't bad friend shot up just plot totally n't really clever not just character different name actor tell pink lady t bird year gang not creator face motor cycle enemy gee striking resemblance guy film as well t bird just stupid ridiculous year music dancing n't new student sandy cousin scene love pink lady code pink lady t bird new student train t bird heart up rebel motor cycle bandit well evil biker easily t bird butt really well silly tv sort n't work gang n't as well grease not Frenchy bit silly unbelievable thought apparently n't song not really catchy i glad Michelle able bounce fast probably talent silly little sequel n't really film curious just pathetic attempt more money famous musical",-1
"boy girl love affair sequel song time straight arrow buff actually fan mind truly lame enterprise n't courage sheer gall memory predecessor flame jaws exorcist no slow motion often just dead look cheap large cast messy direction unfocused handling time substantial audience glimpse Michelle n't role worth low level no",-1
"when grease crack classless shameful euphoric powerfully addictive experience sister watch rewind again again again too confused hostile stand year old girl film brilliant fun well original grease fledgling adolescent hormone rest unyielding fixation utter rubbish however not little girl absolutely excuse grease inane artless slipshod embarrassment all production distribution consumption sake criticism film well musical song advance narrative character few debatable exception music obscenely pointless most song innuendo sex excessive general way score tonight reproduction country concrete statement film character theme music uncomfortably stupid cast crude semblance ability sing dance t bird not least somewhat likable instead loser end johnny sacred t bird jacket gang ground spit duck away fervently body course gold fact bunch great honor t bird beautiful smart kind resourceful average musical impotence feasible ultimately man mask hand slovenly slack bubble gum dirty sweatshirt gracelessly rude trashy dingbat aside pretty likable characteristic thus audience justification whatsoever depth attraction n't gross inferiority predecessor apparently many crank comparison unfair though mess old time sake grease experience akin living kiss kissing snot year old kid acne magic left dirty disturbed trust",-1
"i very very difficulty watch initial minute film minute disgust monster house instead way great fun story massive hole plot line hugely dull awful especially really good daft singing castrato freeman incredibly uncomfortable especially dance rock music apparent reason half way film freeman character sort father son relationship sort simply n't evident apart fact freeman character nothing contempt ignorant stupid character never less stop completely ridiculous cover incredible suspension disbelief credit story line simply absurd proportion n't film pure waste time",-1
"i search actress board film title unexpected love not really worth unfamiliar lead lesbian flick lifetime everything pretty restrained n't really idea character viewer n't able emotionally storyline i not target audience not sure everything muted soft focus earth tone nothing very interesting prurient interest woman discreetly disappointed rent personal good instead",-1
"i comment film surmise people easily nothing badly barely impression character cliche ridden dialogue situation completely implausible campy fun n't lifeless film as lee rose drama woman sexuality n't studio exec story true life gusto n't standard issue bad lifetime tv",-1
"they title atrocity unexpected love thing bad film dialogue grade play recital point wife leave bad soundtrack no actor inept unbelievably terrible script direction staggeringly bad wonder lifetime bad reputation thing television",-1
"i film eighty teenager again lord living serious actor hell eighty really bad film bad taste bad actor definitely money",-1
"i actor producer director fact bad film history producer director film joke big joke blockbuster crap work very serious film insult profession director bad n't bad zombie cake damn table really bad filmmaker up different profession respect fact but smoking crack mean makeup girl scary zombie whole nation bad film history",-1
"german task many horror fan impossible unseated fellow boll crown director bad horror film truly wood new millennium film shoddy laughable well bad proud morbidly just low bar subterranean pit fun international nobody auto mechanic doctor mailman actor screenwriter waiting easily many actor willing spew ridiculous dialog straight main character villainous beat cop german actor thick german accent aside serial killer old cop fact innocent woman driver custody drag home inexplicably top floor furniture warehouse plain sight rookie partner far physically attack accuser style raid apartment excruciatingly bad production designer budget apparently just enough money enough precinct cardboard wall actor obviously unpaid non professional sad assortment European emigre possibly deportee native land bimbo desperate middle woman little money set special location production value fair mention spring few genuine police uniform sadly n't police car cruise street shiny new mercury rental more story dirty deed german officer futile effort young rookie young actor especially pitiable actor whole mess vague shot real career right rockabilly hairdo tortured need film title zombie victim killer murder girl just voodoo priestess protective spell n't girl resort voodooism anticipation just logic absurd ride much prolonged hand straw covered roadside zombie girl appearance exactly as death maybe pretty black glamor up generously eye nothing zombie more high fashion model ready runway point creative note countryman boll large dose cheesy trash soundtrack prehistoric electronic bumblebee noise stuff disco still young enough shake booty zombie girl function normal as auteur ample opportunity more golden golden shower n't revealing shock perfectly tune rest masterpiece spirit editor wood life",-1
"the plot decent actor particular entire film film line far actor fate entire f t squad emotional scene action scene silent scene not waste time film n't midget porn much well choice stick music no good wonderful job people actually",-1
"this joke funny joke thing good laugh sheer ridiculousness nonsensical inane plot horrible wow many unanswered question example woman zombie black woman zombie caretaker purpose people up nation zombie black eye mascara scary year old lastly all why answer demand channel actually comment synopsis advance least decency much",-1
"i point director artistic piece just bad zombie too much eye makeup zombie few minute finally maybe zombie definitely not nation well definitely painful experience finally again user comment priestess strange not much sense whole scene snake Romanian girl just not sense all never",-1
"seriously cop partner warehouse furniture store bad cop girl warehouse attic cop up bad cop eventually heavy duffel bag cop n't problem still bag bullshit response bad cop process tit scene slightly good eventually people catch awhile f obvious girl voodoo curse just case bad cop eventually magically bitch rid duffel body magic lot eye shadow zombie magic curse girl eye shadow monster girl up dude apparently currency specialist offer normal apparently girl people girl husband hideous people n't massive plot hole wrap eye shadow monster bad cop turn up zombie scene though prep sequel want cow",-1
"i cant blockbuster bad totally box art n't not worth time promise n't positive review flick joke sad description box n't girl voodoo stripper synopsis people description film bother positive review just actually flick i faith humanity n't story title fact entire location n't real uniform uniform uniform spot insult zombie genre fan",-1
" little sister self horror buff just especially zombie flick lot good zombie lot bad one far worst entire life not horrible special effect graphics zombie up bad up black eye shadow eye totally never book cause sweet thing self not adamant as far sticky note inside n't time return now n't waste good night po n't rating t negative",-1
"someone actually star there very high chance immediate professional help as n't second award no quite literally scary film well pretty much kind attempt horrible porn snuff porn real horrible bit apart plot story dialogue sound wrongly zombie actually quite scary fairness never able away freak watch home amateur torture video line i aback i review mobile n't attempt rating further current horrible fate just bad film i hand heart never never",-1
"this film bad title film audience thinking maybe story line film laughable well acting poor just cringe title zombie nation hoard zombie fact total horror film introduction cheesy music zombie attack zombie actually act human being film difference up look roux video chance buy film then copy",-1
"i up zombie flick weekend effect cheesy sub par set i not much least story storey n't thing time apparently n't time zombie nation zombie near new wave hooker picture zombie cover never absolutely watch nothing offer genre time minute hour wife room zombie porn kinda gross n't good suggestion maybe writer too many thing incoherent mess up free rental still n't use decimal",-1
"not worth video rental time occasional effort makeup child poor directing very choppy many thing no just gratuitous sound badly music highly inappropriate casting extremely crack zombie drive dance work just bad guy holy crap horribly as well zombie all n't much art good very main menu great artwork music bother",-1
"thank god n't money bad whole life g visual effect unnecessary gore nudity far apart zombie night dead lot hole mistake time comment check director profile self explanation mean directed not willing search kinda strong sentence fun time extreme bored situation not",-1
"usually independent art very comprehensive tolerant support everybody effort worth just away comprehension tolerance limit situation really bad horror life far think great attractive art movie box plot zombie nation really n't good",-1
"notice star option given zero tv couch bad film fine up bad guess critical mistake n't crap spew television screen box make well well not fool need shelf world good way porn sex scene plot many hole Swiss cheese special effect really just terrible not rent funny watch end i not good",-1
"if film big fat zero pile crap love zombie bad one usually not atrocity actually angry film insultingly poor n't people responsible actually acceptable plot non plot cut scene sadism spanking people n't way human being entire shot room scantily vaguely place whole thing pointless mess n't zombie finally up rubbish n't very much good film never pitiful doubt bad time honestly very time way positive review urge buy n't neutral genuinely good film terrible generous",-1
"this title greatest idea independent zombie outbreak quest group lone survivor band plan zombie dead wrong psycho cop weakness female arrest pack zombie woman grave proper revenge nothing nation county severity cinematic disaster nation zombie woman victoria secret model dark eyeliner pale face zombie mindless debatable intelligent cannibalistic killing machine as primitive most basic need zombie woman streetwalker runway model poor film noir not real zombie sure killing mindlessness horrible disfigurement very interesting concept great satire zombie genre fun genre question why n't zombie beautiful vixen machine really bad garage junkie not anybody zombie genre too much insult",-1
"i minute total piece crap scene as bad editor wood time bad editor wood reputation bad director not true idiot directed junk bad director American cop german accent police station desk warehouse sign police station wall fist fight clearly foot cop woman cuff warehouse cop partner wait car warehouse carrying duffel bag cop partner maybe not right partner bad cop woman n't sure moron dialog totally stupid awful character stupid manner screen totally obvious cop partner illegally woman warehouse car duffel bag body partner all n't director film total hack minute n't anymore bad watch n't anymore time review absolutely worthless",-1
"zombie nation little box zombie nation love zombie filmmaker sort cult description funny n't not watch film advice zombie nation just troll completely little point view zombie city film crooked cop as badly possible much arrest woman trivial bullshit serial killer cop not film zombie flick serial killer fact completely wrong serial killer live personal guy woman poison n't corpse talk eventually whopping woman voodoo protection apparent reason life head kill guy all ocean n't sharp clean clothes all woman very poorly film crap category crap crap up effect woman n't zombie count really dark up eye facto definition zombie talk perfectly human gore weak many film nudity brief glimpse breast sequence exact breast later figure guess actress willing topless trite police station badly painting wall obviously pipe bad lighting overly sparse set up blind director steer waste time",-1
"yeah i sure really nation all corner world few time man really glad saw fear net instead i big fan pretty sure probably up too hard raccoon girl zombie charlie devil really too music composer fashion music zombie up killer especially warehouse furniture shop police station apartment flat room gong background live woman closed furniture shop n't nationality killer fact accent multiple nation n't well random fight scene good reason apparently box air world worship mystery science theater just bad c not",-1
"last weekend zombie movie bargain bin friend budget version land dead boy wrong as good portion budget cover art very fan zombie genre up zombie chick alive car yuppie middle business cell actually guy girl kill car n't disbelief anymore people actually so bad good liar n't review actually officer end glad not way worse not",-1
"german task many horror fan impossible unseated fellow boll crown director bad horror film truly wood new millennium film shoddy laughable well bad proud morbidly just low bar subterranean pit fun international nobody auto mechanic doctor mailman actor screenwriter waiting easily many actor willing spew ridiculous dialog straight main character villainous beat cop german actor thick german accent aside serial killer old cop fact innocent woman driver custody drag home inexplicably top floor furniture warehouse plain sight rookie partner far physically attack accuser style raid apartment excruciatingly bad production designer budget apparently just enough money enough precinct cardboard wall actor obviously unpaid non professional sad assortment European emigre possibly deportee native land bimbo desperate middle woman little money set special location production value fair mention spring few genuine police uniform sadly n't police car cruise street shiny new mercury rental more story dirty deed german officer futile effort young rookie young actor especially pitiable actor whole mess vague shot real career right rockabilly hairdo tortured need film title zombie victim killer murder girl just voodoo priestess protective spell n't girl resort voodooism anticipation just logic absurd ride much prolonged hand straw covered roadside zombie girl appearance exactly as death maybe pretty black glamor up generously eye nothing zombie more high fashion model ready runway point creative note countryman boll large dose cheesy trash soundtrack prehistoric electronic bumblebee noise stuff disco still young enough shake booty zombie girl function normal as auteur ample opportunity more golden golden shower n't revealing shock perfectly tune rest masterpiece spirit editor wood life",-1
" killer green river killer zodiac killer man absolute garbage ironic thing crap i never film amazed think awful beginning n't reading comment curious bad guy really bad credit n't pathetic quickly audio incredibly badly incredibly awful camera shot easily bad sense unbearably n't anymore as n't minute n't anymore minute life not crap",-1
"this far bad seen entire life i not poorly actor n't waste time money friend case definitely nothing look zombie case director up artist just black eye liner eye zombie credit up almost minute credit good honestly awful n't badly scene thing u audio awful action shot couple teen fake fight scene buying least watch trailer awful truly watched",-1
"horrible acting bad story line cheesy makeup just tip iceberg never bad life minute fast forward n't aside nice breast apparently furniture warehouse warehouse least % red chair different location make film least rent office building apartment not warehouse actor dialog note producer small office space apartment month much cheap entire warehouse quite more versatile believable money rent people return guarantee money rent tonight feel",-1
"every year watch hundred film many low budget amateurish straight abomination nobody right mind thousand film time many excellent many forgettable zombie nation forever most hopelessly laughable horror film fact still n't experience day kind weird dream really thought police work warehouse voodoo priestess really zombie cheeseburger safe safe safe n't zombie nation good film as bad good however prospect probably most indefensibly abysmal film bad film seen zombie nation seriously great crime boring film bad credit producing film actually ineptitude really wood digital age n't make film consistently ridiculous",-1
"i film packaging zombie scary woman raccoon mask special effect fight scene punch foot funny thing briefly bad rest crap actor thing just bad film people cult classic however n't possibly thinking bad real horror film bad i embarrassed vow never film again",-1
"this bad film cheesy simply awful image film box more money box illustration entire film company release feel idiot strictly box much as little research list prior local video rental store blame money time not curiosity stick cocktail umbrella eye instead much more enjoyable",-1
"i personal mission responsible film rental company money false advertising not enough p o art well up effect child actually cover art raccoon eye i not waste more time full detail movie main character l cop german accent",-1
"i honestly minuet life person fit well well zombie finally up raccoon eye regular people car voodoo woman zombie zombie dance n't any longer hour life",-1
"wow video store tonight mood bad b horror gem cover thought just mood home not horror mind much worse bad n't crap man year old nice aspiring director mad actually guy direct work garbage dump crap buying thing ready suicide n't not worth really nothing nice n't",-1
"the animation peter wolf excellent minute film sleep peter snail snail pace n't film watch minute time pure torture minute not film guess oscar committee few minute nominee unfortunately vote winner good animated short short category voter whole thing sorry way film close",-1
" cool j freeman Dylan john wait minute star well rent Edison force fact good moment absolute weakness big name freeman thing dog as shelf good reason plot as squad corrupt killer magnum force journalist enough targeted effort maybe horrible acting bad guy forehead still forethought turn shooter smile just awful real tipoff bad flick freeman unruly beard nothing much hobo just director not control freeman clearly",-1
"there suspense serial episode shoddy effect poor script awful thing mind batman robin day fact thing mind episode boring n't obviously not up par contemporary batman film script awful incoherent mess evil professor ray gun not quite sure too awful version version batman just version",-1
